Denumire,PretFMC,Stoc TKR,Stoc TKRM,Realimentare Stoc
C/CH 2USB Ports 5.4A Qualcomm 3.0,€ 8,0,6,
C/CH 3USB Ports 8.4A(Type C)Qualcomm 3.0,€ 12,11,6,
T/CH 3USB Ports 5.0A Qualcomm 3.0,€ 15,4,6,
Casca Bluetooth Morpheus Zeal,€ 46,0,0,
Bratara Fitness ALLVIEW Allwatch S.black ,€ 45,0,5,
M/P Huawei P10 lite black Dual,€ 184,2,1,Necunoscut
M/P Huawei P10 lite white Dual,€ 184,2,0,EOL - nu mai revine
M/P Huawei P10 lite gold Dual,€ 184,37,1,Necunoscut
KEYBOARD +MOUSE WRL OPT. W3000 ENG BLA 90-XB2400KM00030 ASUS,€ 15,0,0,
ASUS S1 Portable LED Projector. 200 lumens. Built-in 6000mAh battery,€ 279,44,0,
M/P Huawei P9 Lite 2017 black Dual,€ 153,2,245,Necunoscut
M/P Allview P9 energy mocha gold dual,€ 267,6,3,EOL - nu mai revine
M/P Nokia 150 Dual Sim Black,€ 24,99,57,Necunoscut
"Asus NEREUS Carry Bag for 16"". troller support. black.90-XB4000BA00010",€ 9,22,0,
Cablu 3in1 Micro_usb&Lightning&Type C,€ 5,0,11,
M/P Moto G5 Dual Sim Grey,€ 145,4,0,Necunoscut
M/P Moto G5 Dual Sim Gold,€ 145,5,25,Necunoscut
M/P Allview X4 Soul Black,€ 267,0,7,EOL - nu mai revine
M/P Samsung Galaxy S8 Midnight Black,€ 515,92,183,Necunoscut
M/P Samsung Galaxy S8 Orchid Gray,€ 515,120,162,26 Mar- 30 Mar
M/P Samsung Galaxy S8 Plus Midnight Blk,€ 599,0,59,26 Mar- 30 Mar
M/P Samsung Galaxy S8 Plus Orchid Gray,€ 599,34,192,26 Mar- 30 Mar
M/P Iphone 7 plus 128GB RED,€ 777,0,9,EOL - nu mai revine
M/P LG K8 2017 Gold,€ 105,10,44,26 Mar- 30 Mar
M/P LG K8 2017 Titan,€ 105,64,55,Necunoscut
M/P LG K10 2017 Gold,€ 121,11,32,Necunoscut
M/P LG K10 2017 Black,€ 121,25,42,Necunoscut
M/P iPhone 7 256GB RED Special Edition,€ 756,10,14,EOL - nu mai revine
M/P Blackberry DTEK 50 Carbon Grey,€ 258,0,7,EOL - nu mai revine
M/P Blackberry DTEK 60 Earth Silver,€ 457,1,10,EOL - nu mai revine
M/P Iphone 6s 32GB Gold,€ 531,0,9,EOL - nu mai revine
M/P Allview M9 Connect,€ 32,13,49,EOL - nu mai revine
Silicone case iPhone 7Plus Red MMQV2ZM/A,€ 33,3,3,
Leather Case iPhone 7Plus Red MMYK2ZM/A,€ 43,5,6,
Silicone case iPhone 7 Red MMWN2ZM/A,€ 28,5,4,
Leather Case iPhone 7 Red MMY62ZM/A,€ 40,5,5,
M/P Iphone SE 32GB Space Grey,€ 284,0,52,EOL - nu mai revine
mem_card SD-micro 8GB Tellur Clasa 10,€ 5,0,0,
mem_card SD-micro 16GB Tellur Clasa 10,€ 7,4,0,
mem_card SD-micro 32GB Tellur Clasa 10,€ 14,15,15,
M/P Allview D1 Senior,€ 24,16,36,26 Mar- 30 Mar
M/P Allview L7 dual sim black,€ 11,37,284,Necunoscut
M/P iPhone 7 plus 256GB RED Special Ed,€ 872,5,8,EOL - nu mai revine
TV JVC - LT-32VH52K,€ 202,47,0,Necunoscut
M/P LG K4 2017 Titan,€ 74,140,148,Necunoscut
M/P Blackberry Keyone,€ 489,0,33,Necunoscut
M/P Samsung Galaxy XCover 4,€ 188,11,20,EOL - nu mai revine
M/P HTC U 11 dual sim Brillian Black,€ 462,3,8,Necunoscut
M/P HTC U 11 dual sim Amazing Silver,€ 462,5,7,EOL - nu mai revine
M/P HTC U 11 dual sim Sapphire Blue,€ 462,1,10,EOL - nu mai revine
Telefon analogic Panasonic cu caller ID KX-TS560FXB,€ 25,0,0,
"NB Backpack ROG Ranger 17"".90XB0310-BBP010",€ 75,2,0,
M/P Nokia 3310 Dual SIM Red,€ 40,116,98,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Blue,€ 40,55,221,Necunoscut
M/P Nokia 3310 Dual SIM Yellow,€ 40,147,127,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Grey,€ 40,22,96,Necunoscut
M/P Nokia 3 Dual SIM Matte Black,€ 90,86,98,Necunoscut
M/P Nokia 3 Dual SIM Silver White,€ 90,55,45,Necunoscut
M/P Nokia 3 Dual SIM Tempered Blue,€ 90,91,121,Necunoscut
M/P Lenovo B dual sim black,€ 60,20,0,EOL - nu mai revine
M/P Huawei P9 Lite 2017 gold Dual,€ 153,9,53,Necunoscut
M/P Nokia 3 Dual SIM Satin Copper,€ 90,57,64,Necunoscut
M/P Nokia 5 Dual SIM Satin black,€ 137,30,106,Necunoscut
M/P Nokia 5 Dual SIM  Satin Silver,€ 137,18,79,Necunoscut
M/P Nokia 6 Dual SIM Satin black,€ 168,24,25,Necunoscut
M/P Nokia 6 Dual SIM Satin Silver,€ 168,26,29,EOL - nu mai revine
Telefon Dect Gigaset A116,€ 14,148,0,
M/P Samsung Galaxy J5 2017 Dual Gold,€ 158,126,191,Necunoscut
M/P Samsung Galaxy J5 2017 Dual Black,€ 158,146,1298,2 Apr - 6 Apr
M/P Samsung Galaxy J5 2017 Dual Blue,€ 158,89,234,Necunoscut
M/P Samsung Galaxy J7 2017 Dual Gold,€ 189,33,95,26 Mar- 30 Mar
M/P Samsung Galaxy J7 2017 Dual Black,€ 189,119,407,26 Mar- 30 Mar
M/P Samsung Galaxy J7 2017 Dual Blue,€ 189,45,139,26 Mar- 30 Mar
M/P Allview P9 energy lite 2017 gold,€ 126,3,9,Necunoscut
M/P Allview P9 energy lite 2017 black,€ 126,6,28,26 Mar- 30 Mar
M/P CAT B30,€ 57,7,43,EOL - nu mai revine
M/P CAT S30,€ 150,12,14,EOL - nu mai revine
"MacBook Air 13"" i5 DC 1.8GHz/8GB/128GB.mqd32ro/a",€ 972,44,0,
M/P Allview X4 Soul Mini S Black,€ 74,21,6,Necunoscut
M/P Allview X4 Soul Mini S Blue,€ 74,14,29,Necunoscut
M/P Huawei P10 Dazzling Blue Dual,€ 357,1,19,26 Mar- 30 Mar
M/P Huawei P10 Greenery Dual,€ 357,0,17,Necunoscut
M/P Huawei P10 lite Sapphire Blue Dual,€ 184,0,2,26 Mar- 30 Mar
Samsung Gear VR3 SM-R324NZAAROM,€ 104,7,12,
MIIX 320. 10.1 HD IPS.CPU Z8350. RAM 4G LPDDR3. LTE. W10 HOME.MIIX 320-10ICR,€ 304,49,0,
Monitor TV LG 22MT49DF-PZ.AEU,€ 118,30,0,
Monitor Asus VS278H,€ 178,25,0,
"Laptop AsusPro B9440UA-GV0050R. 14""i7-7500U (2.7GHz-3.5GHz) HD Graph620.8GB  SSD 512GB Win10 Pro","€ 1,115",0,0,
Laptop Asus VivoBook MAX X541NA-GO008. 15.6 . Celeron N3350,€ 200,44,0,
H-F Bluetooth Plantronics Explorer 80,€ 34,19,16,
H-F Bluetooth Plantronics Explorer 85,€ 34,29,26,
H-F Bluetooth Plantronics Explorer 110,€ 43,0,0,
M/P Samsung Galaxy Note 8 Black,€ 720,28,464,Necunoscut
M/P Samsung Galaxy Note 8 Gold,€ 720,60,160,Necunoscut
Laptop Lenovo X1 Carbon 5. i7.8GB.SSD256.20HR002CRI,"€ 1,616",21,0,
"Interactiv EDU Basic Light SONY 87""",€ 760,0,0,
"Interactiv EDU Basic Prem Panas ST 83""","€ 1,213",0,0,
"Interactiv EDU Prof SONY UST 83""","€ 1,385",0,0,
"Interactiv EDU Prof Infocus ST 94""","€ 1,436",0,0,
"Interactiv EDU Prof Panasonic 101""","€ 1,545",0,0,
Fitness Tracker Under Armour Band,€ 126,5,8,
M/P Huawei P10 plus Graphite Black,€ 578,0,0,Necunoscut
M/P LG Q6 Platinium,€ 194,10,102,Necunoscut
M/P LG Q6 Black,€ 221,10,8,Necunoscut
M/P Sony Xperia XZ1 dual sim Blue,€ 473,0,12,Necunoscut
M/P iPhone 8 64GB Space Grey,€ 657,325,298,Necunoscut
M/P iPhone 8 64GB Silver,€ 657,9,9,Necunoscut
M/P iPhone 8 64GB Gold,€ 657,32,181,Necunoscut
M/P iPhone 8 256GB Space Grey,€ 793,34,140,26 Mar- 30 Mar
M/P iPhone 8 256GB Silver,€ 793,31,63,Necunoscut
M/P iPhone 8 256GB Gold,€ 793,1,50,26 Mar- 30 Mar
M/P iPhone 8 Plus 64GB Space Grey,€ 746,0,0,Necunoscut
M/P iPhone 8 Plus 64GB Silver,€ 746,0,2,Necunoscut
M/P iPhone 8 Plus 64GB Gold,€ 746,0,0,Necunoscut
M/P iPhone 8 Plus 256GB Space Grey,€ 888,1,0,Necunoscut
M/P iPhone 8 Plus 256GB Silver,€ 888,3,23,Necunoscut
M/P iPhone 8 Plus 256GB Gold,€ 888,0,5,Necunoscut
HID Omnikey 3821,€ 57,42,0,
M/P Sony Xperia XZ1 dual sim Black,€ 473,3,6,Necunoscut
Samsung Gear 360 (2017) White,€ 184,6,9,
Samsung Gear IconX In-ear Headset Black,€ 128,0,0,
M/P Motorola Moto C black,€ 63,18,7,26 Mar- 30 Mar
M/P Maxcom Classic MM141 Brown,€ 17,0,107,
M/P Maxcom Comfort MM720,€ 23,1,53,
M/P Allview X4 Vision Projector Phone,€ 353,6,7,Necunoscut
M/P Huawei P9 lite mini dual sim black,€ 111,58,262,Necunoscut
M/P Huawei P9 lite mini dual sim gold,€ 111,25,34,2 Apr - 6 Apr
M/P Huawei P9 lite mini dual sim silver,€ 111,64,106,Necunoscut
Tableta Samsung Galaxy Tab S3 4G T825,€ 593,112,0,
M/P iPhone X 64GB Space Grey,€ 945,0,0,26 Mar- 30 Mar
M/P iPhone X 64GB Silver,€ 945,2,0,Necunoscut
M/P iPhone X 256GB Space Grey,"€ 1,082",0,0,Necunoscut
M/P iPhone X 256GB Silver,"€ 1,082",0,0,Necunoscut
"TV JVC 43"" D-LED HDR SMART LT-43VF52K",€ 336,60,0,
Huawei Watch W2 Carbon Black Sport,€ 216,1,2,EOL - nu mai revine
Huawei Watch W2 Carbon Grey Sport,€ 216,4,1,EOL - nu mai revine
M/P Huawei Mate 10 lite dual sim black,€ 242,0,56,2 Apr - 6 Apr
M/P Huawei Mate 10 lite dual sim gold,€ 242,0,0,Necunoscut
Tableta Lenovo Tab 4 10 HD,€ 187,0,18,Necunoscut
Tableta nJoy Theia 10,€ 106,0,90,Necunoscut
M/P Allview X4 Soul Infinity 1 Blue,€ 108,10,29,2 Apr - 6 Apr
Laptop Acer TMP259 M 38S5 i3-6006U Win10,€ 604,0,95,
Laptop Acer TMP259 G2 M 56Q7 i5-7200U,€ 679,0,44,
Allview Allbook L,€ 154,0,143,Necunoscut
M/P Nokia 8 Dual SIM Tempered Blue,€ 410,19,28,Necunoscut
M/P Motorola Moto E4 Plus Iron Grey,€ 108,15,196,Necunoscut
M/P Motorola Moto Z2 Play Grey plus JBL,€ 352,7,8,Necunoscut
Laptop Asus VivoBook Pro 15 15.6 i7,€ 787,20,0,
H-F Bluetooth Plantronics Explorer 50,€ 19,0,30,
M/P Allview X4 Soul Infinity 2 Blue,€ 168,4,8,Necunoscut
M/P Allview X4 Soul Infinity 2 Grey,€ 168,5,3,Necunoscut
M/P HTC U11 Life Brilliant Black,€ 268,10,9,Necunoscut
M/P HTC U11 Life Sapphire Blue,€ 268,0,10,Necunoscut
M/P Nokia 2 Dual SIM Black,€ 74,16,136,Necunoscut
"Asus GL553VD 15.6"".i7-7700HQ 2.8GHz 6MB. 8GB. 1TB 7200RPM.GTX 1050Ti-4GB.GL553VD-FY009",€ 797,28,0,
"Laptop Asus GL753VE 17.3"" LED FHD AG. Intel Core  i7-7700HQ.GL753VE-GC016?",€ 872,28,0,
"Laptop Asus X541UA 15.6"" LED HD Glare. Intel Core i3-6006U.X541UA-GO1374",€ 295,55,0,
M/P Samsung Galaxy J3 LTE dual sim Gold,€ 95,93,406,Necunoscut
M/P Huawei Mate 10 Pro Titanium Grey,€ 609,5,36,Necunoscut
TV Telefunken 32HB4000,€ 148,85,0,
TV Smart Telefunken 32HB5500,€ 170,10,0,
M/P Samsung Galaxy A8 Dual SIM Gold,€ 336,2,155,26 Mar- 30 Mar
M/P Samsung Galaxy A8 Dual SIM Black,€ 336,1,51,2 Apr - 6 Apr
Samsung Gear IconX (2018) In-ear Gray,€ 168,26,29,
Samsung Gear IconX (2018) In-ear Pink,€ 168,15,20,
Samsung Gear IconX (2018) In-ear Black,€ 168,29,30,
Samsung Gear VR4 with Controller Grey,€ 108,15,14,
Samsung Gear Sport Blue SM-R600NZBAROM,€ 317,34,17,
Samsung Gear FIT2 PRO Large Black,€ 190,20,2,
Samsung Gear FIT2 PRO Large Red,€ 190,18,10,
M/P Samsung Galaxy J3 2017 Dual Gold,€ 126,73,321,Necunoscut
M/P Samsung Galaxy J3 2017 Dual Black,€ 126,52,383,Necunoscut
M/P Samsung Galaxy J3 2017 Dual Silver,€ 126,86,346,Necunoscut
M/P Allview P7 Lite dual sim black,€ 53,33,105,Necunoscut
Metallic power bank 3 in 1 cable 5000mAh,€ 26,24,21,
Metallic power bank 5000mAh Qualcomm 3.0 ,€ 21,23,22,
Metallic power bank 10000mAh Qualcomm3.0 ,€ 28,19,3,
M/P Sony Xperia L1 dual sim black,€ 129,50,58,Necunoscut
Laptop ASUS ZenBook UX430UA,€ 884,17,0,
"TV JVC 49"" LT-49VF52K",€ 413,51,0,
TV JVC 32'' LT-32VH42K,€ 180,67,0,
UHD.Smart.UE55MU6102KXXH,€ 577,0,0,
M/P Nokia 2 Dual SIM White,€ 74,25,50,Necunoscut
M/P Allview P9 Life dual sim black,€ 83,15,49,26 Mar- 30 Mar
M/P Allview P9 Life dual sim mocha gold,€ 83,15,50,26 Mar- 30 Mar
Asus P3B LED Projector,€ 520,3,0,
Asus ZenBeam E1,€ 238,5,0,
"Laptop Asus S510UA 15.6""  i7-8550U",€ 812,15,0,
"Laptop Asus S510UA 15.6"" i5-8250U",€ 672,7,0,
Monitor ASUS VG245H,€ 152,20,0,
M/P Samsung Galaxy S9 Dual Purple,€ 704,12,0,26 Mar- 30 Mar
M/P Samsung Galaxy S9 Dual Black,€ 704,8,0,26 Mar- 30 Mar
M/P Samsung Galaxy S9 Plus Dual Black,€ 783,0,0,26 Mar- 30 Mar
M/P Samsung Galaxy S9 Plus Dual Purple,€ 783,0,0,26 Mar- 30 Mar
M/P Huawei Mate 10 Pro Blue,€ 609,4,36,Necunoscut
USB OTG DTDUO3C/128GB,€ 42,15,0,
USB OTG DTDUO3C/64GB,€ 24,15,0,
USB OTG DTDUO3C32GB,€ 13,14,0,
Card de memorie Micro SDCS16GB,€ 5,14,0,
Card de memorie Micro SDCS32GB,€ 9,14,0,
Card de memorie Micro SDCS64GB,€ 18,15,0,
